49ers,27,Cardinals,17
Titans,24,Packers,27
Bears,23,Falcons,31
Browns,17,Bills,16
Eagles,3,Colts,10
Jets,20,Patriots,27
Rams,31,Saints,18
Lions,3,Giants,13
Panthers,23,Ravens,10
Commanders,22,Texans,16
Raiders,40,Broncos,3
Cowboys,37,Vikings,30
Bengals,30,Steelers,27
